goal	rule	score
p6(a17, a14, X1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a15, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a36, a2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a95, X5, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(X4, X3, a36, X0)	p6(a36, X1, X1, a85) :- p7(X1)	0
p3(X50, a0)	p3(a73, a0)	0
p6(a35, a14, a99, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p0(X3)	p0(X5) :- p3(X5, a0), p1(a18, X5, X5, a55, a28), p7(X5)	0
p6(a22, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a23, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X9, a80)	p4(a16, X5) :- p5(a10, X5)	0
p6(a85, a88, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a91, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a95, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, a17, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a22, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a14, a36, a18)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a22, a14, a82, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a15, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a98, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a13, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a52, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a25, X7, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a33, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a16, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a10, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a17, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a48, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a33, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a20, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a10, a14, a20, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a37, a14, a37, a41)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a10, a14, a96, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a67, a14, a36, a24)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a16, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a91, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a1, a1, a55, a28)	0
p6(X0, a81, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a10, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X80, X70)	p3(a39, X6)	0
p6(a14, a14, a82, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a12, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a16, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a7, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a90, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a23, a14, a32, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a2, a14, a48, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a23, a14, a15, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X80, X70)	p3(a31, X6)	0
p6(a13, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a88, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, X1, a85, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a13, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a33, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a96, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a2, a14, a57, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a80, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a11, X7, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p4(X0, X1)	p4(a16, X5) :- p5(a10, X5)	0
p6(X1, a20, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a80, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X5, a48, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a82, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a25, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a90, a14, a82, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a47)	p4(a55, X0) :- p3(X0, X9)	0
p6(a14, a14, a45, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a20)	p4(a16, X5) :- p5(a10, X5)	0
p6(X5, a99, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a13, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a12, X7, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a62, a14, a13, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a14, a0, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a98, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a68)	p4(a55, X0) :- p3(X0, X9)	0
p6(a35, a14, a90, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a88, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a98, a14, a36, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a32, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a61, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a12, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a41, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a57, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a23)	p4(a55, X0) :- p3(X0, X9)	0
p6(a13, a14, a55, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a14, a36, a1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a82, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a32)	p4(a55, X0) :- p3(X0, X9)	0
p4(X1, X0)	p4(a16, X5) :- p5(a10, X5)	0
p6(a7, a14, a32, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a25, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a33, a14, a95, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a41, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a23, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a21)	p4(a16, X5) :- p5(a10, X5)	0
p6(a31, a14, a60, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a14, a12, a18)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a24, X0, a74, a92)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p8(X80)	p8(a90)	0
p6(a7, a14, a21, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a25, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a80, a14, a96, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a80, a14, a35, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a90, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a45, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a17, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a52, a14, a52, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a80, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a82)	p4(a55, X0) :- p3(X0, X9)	0
p6(X0, a13, X7, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a7, a14, a90, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a16, a1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a33, a14, a0, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a52, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a95, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a47, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a19, a14, a81, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a65, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a20, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a36, a0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a46, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a17, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a96, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a16, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a88, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a33, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a14, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a7, a14, a32, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a96, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, X5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a15, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X5, a0, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a91, a14, X1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a23, a23, a55, a28)	0
p6(a7, a14, a5, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a99, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a80, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X7, a61, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a55, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a19, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a62, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a80, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a91)	p4(a16, X5) :- p5(a10, X5)	0
p6(a64, a14, a91, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, a22, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a14, X7, a18)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p0(X8)	p0(X5) :- p3(X5, a0), p1(a18, X5, X5, a55, a28), p7(X5)	0
p3(X50, a0)	p3(a68, a0)	0
p6(X0, a20, X7, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a74, a14, a0, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a36, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a81, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X50, a0)	p3(a55, a0)	0
p6(a19, a14, a22, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, X4)	p4(a55, X0) :- p3(X0, X9)	0
p6(a45, a14, a7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a46, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, X7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a21, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a15, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, X5, a0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a19, a14, a74, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a23, a14, a36, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a2, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, a7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X80, X70)	p3(a53, X0)	0
p6(a0, a14, a15, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a98, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a14, X0, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a98, a14, a98, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a14, X7, a75)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a80, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, a19, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, a35, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a20, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a95, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X4, a80)	p4(a16, X5) :- p5(a10, X5)	0
p6(a8, a14, a81, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, a81, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a45, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a23, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
