goal	rule	score
mortal(goldilocks)	mortal(X) :- race(X, dwarf)	0
visited(Y1, L1)	visited(arwen, isengard)	0
race(_EX0, R20)	race(butterbur, R20)	0
visited(Y5, L5)	visited(gimli, erebor)	0
visited(X4, L4)	visited(elrond, isengard)	0
mortal(aragorn)	mortal(X) :- race(X, dwarf)	0
mortal(celeborn)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(saruman, mirkwood)	0
visited(X2, L2)	visited(sauron, gondor)	0
visited(X7, L7)	visited(bilbo, mordor)	0
companion(balin, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(sam, ithilien)	0
companion(frodo, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(bilbo, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(frodo, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(dervorin)	mortal(X) :- race(X, human)	0
mortal(faramir)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(arwen, lothlorien)	0
visited(Y5, L5)	visited(thorin, rohan)	0
visited(X4, L4)	visited(boromir, mordor)	0
visited(X2, L2)	visited(isildur, moria)	0
companion(thorin, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y4, L4)	visited(bilbo, moria)	0
visited(X2, L2)	visited(radagast, fangorn)	0
visited(Y2, L2)	visited(arwen, isengard)	0
carries(Y0, ring)	carries(earendil, ring)	0
visited(X0, L0)	visited(theoden, rivendell)	0
visited(X0, L0)	visited(elfstan, rivendell)	0
mortal(treebeard)	mortal(X) :- race(X, human)	0
race(X, R20)	race(hama, R20)	0
visited(Y0, L0)	visited(sam, lothlorien)	0
race(_EX0, R20)	race(gollum, R20)	0
mortal(elanor)	mortal(X) :- race(X, hobbit)	0
visited(X5, L5)	visited(rosie, mordor)	0
mortal(bombadil)	mortal(X) :- race(X, human)	0
companion(faramir, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y1, L1)	visited(arwen, fangorn)	0
mortal(duilin)	mortal(X) :- race(X, hobbit)	0
carries(Y0, ring)	carries(bombadil, ring)	0
visited(X2, L2)	visited(boromir, fangorn)	0
visited(X2, L2)	visited(radagast, mordor)	0
carries(Y0, ring)	carries(elendil, ring)	0
companion(legolas, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(frodo, erebor)	0
race(_EX1, R10)	race(hirluin, R10)	0
companion(arwen, celeborn)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(balin, fangorn)	0
companion(thorin, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X5, L5)	visited(thorin, rivendell)	0
visited(X2, L2)	visited(elendil, rohan)	0
companion(faramir, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(thorin, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
carries(Y0, ring)	carries(pippin, ring)	0
mortal(denethor)	mortal(X) :- race(X, human)	0
visited(X5, L5)	visited(faramir, shire)	0
visited(X5, L5)	visited(gloin, mordor)	0
visited(X0, L0)	visited(elwing, gondor)	0
visited(Y5, L5)	visited(gimli, rohan)	0
mortal(gamgee)	mortal(X) :- race(X, human)	0
visited(X0, L0)	visited(gollum, isengard)	0
companion(isildur, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(elwing, gondor)	0
companion(bilbo, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(frodo, ithilien)	0
mortal(elfstan)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(balin, rohan)	0
visited(X1, L1)	visited(pippin, ithilien)	0
race(X, R20)	race(glorfindel, R20)	0
mortal(rosie)	mortal(X) :- race(X, dwarf)	0
mortal(erkenbrand)	mortal(X) :- race(X, human)	0
visited(X7, L7)	visited(elrond, mordor)	0
visited(Y4, L4)	visited(gandalf, mordor)	0
mortal(elwing)	mortal(X) :- race(X, human)	0
race(X, R20)	race(golasgil, R20)	0
companion(saruman, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(_EX0, R20)	race(duinhir, R20)	0
visited(X7, L7)	visited(boromir, shire)	0
visited(X2, L2)	visited(saruman, moria)	0
visited(X7, L7)	visited(bilbo, moria)	0
visited(X5, L5)	visited(maggot, rivendell)	0
visited(X2, L2)	visited(saruman, rivendell)	0
companion(balin, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(eowyn, mordor)	0
visited(Y4, L4)	visited(bilbo, bree)	0
visited(X4, L4)	visited(bilbo, moria)	0
companion(merry, maggot)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(legolas)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(saruman, bree)	0
companion(rosie, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(faramir, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(elendil, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X3, L3)	visited(aragorn, lothlorien)	0
fellowship(elwing)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
carries(Y0, ring)	carries(gollum, ring)	0
visited(X0, L0)	visited(gollum, ithilien)	0
mortal(boromir)	mortal(X) :- race(X, dwarf)	0
mortal(elladan)	mortal(X) :- race(X, hobbit)	0
visited(X2, L2)	visited(balin, mirkwood)	0
visited(Y4, L4)	visited(bilbo, mirkwood)	0
race(_EX0, R20)	race(hama, R20)	0
mortal(treebeard)	mortal(X) :- race(X, hobbit)	0
visited(X0, L0)	visited(theoden, fangorn)	0
visited(X1, L1)	visited(bilbo, mordor)	0
visited(X0, L0)	visited(theoden, erebor)	0
fellowship(rose)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
mortal(elrohir)	mortal(X) :- race(X, dwarf)	0
visited(X7, L7)	visited(merry, shire)	0
visited(X2, L2)	visited(balin, gondor)	0
visited(X4, L4)	visited(elrond, gondor)	0
visited(X0, L0)	visited(gimli, mirkwood)	0
visited(X0, L0)	visited(elwing, isengard)	0
companion(theoden, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(bilbo, bree)	0
visited(X0, L0)	visited(gamgee, ithilien)	0
visited(X2, L2)	visited(celeborn, bree)	0
visited(X5, L5)	visited(balin, shire)	0
visited(Y2, L2)	visited(sauron, moria)	0
visited(X7, L7)	visited(merry, mordor)	0
visited(X0, L0)	visited(elfstan, fangorn)	0
visited(X2, L2)	visited(isildur, rohan)	0
visited(X2, L2)	visited(boromir, mirkwood)	0
visited(Y7, L7)	visited(aragorn, shire)	0
visited(X0, L0)	visited(gimli, erebor)	0
mortal(legolas)	mortal(X) :- race(X, hobbit)	0
mortal(denethor)	mortal(X) :- race(X, hobbit)	0
mortal(fastred)	mortal(X) :- race(X, dwarf)	0
visited(X5, L5)	visited(balin, mordor)	0
visited(X7, L7)	visited(boromir, isengard)	0
visited(Y7, L7)	visited(gimli, shire)	0
visited(Y5, L5)	visited(gloin, erebor)	0
visited(X2, L2)	visited(radagast, moria)	0
visited(X7, L7)	visited(gandalf, mordor)	0
visited(X2, L2)	visited(bilbo, mirkwood)	0
carries(Y0, ring)	carries(sauron, ring)	0
visited(Y4, L4)	visited(legolas, mordor)	0
visited(Y0, L0)	visited(elwing, bree)	0
mortal(thranduil)	mortal(X) :- race(X, hobbit)	0
visited(X4, L4)	visited(pippin, mirkwood)	0
mortal(beechbone)	mortal(X) :- race(X, dwarf)	0
carries(Y0, ring)	carries(balin, ring)	0
mortal(gimli)	mortal(X) :- race(X, hobbit)	0
mortal(arwen)	mortal(X) :- race(X, dwarf)	0
visited(X5, L5)	visited(maggot, erebor)	0
visited(Y4, L4)	visited(bilbo, isengard)	0
visited(Y3, L3)	visited(thranduil, rivendell)	0
visited(X4, L4)	visited(frodo, mirkwood)	0
visited(X5, L5)	visited(theoden, mordor)	0
visited(Y0, L0)	visited(eowyn, isengard)	0
visited(X5, L5)	visited(eowyn, rivendell)	0
visited(X0, L0)	visited(haldir, rivendell)	0
visited(X4, L4)	visited(pippin, mordor)	0
fellowship(fastred)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
race(_EX1, R10)	race(ghân, R10)	0
visited(Y5, L5)	visited(frodo, erebor)	0
visited(X2, L2)	visited(saruman, fangorn)	0
visited(X0, L0)	visited(elwing, moria)	0
companion(eowyn, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(forlong, ithilien)	0
visited(X4, L4)	visited(gimli, iron_hills)	0
visited(Y5, L5)	visited(thorin, shire)	0
companion(eowyn, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(earendil)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(gimli, rohan)	0
visited(X0, L0)	visited(gamgee, mordor)	0
visited(X0, L0)	visited(gimli, fangorn)	0
visited(X2, L2)	visited(boromir, erebor)	0
race(X, R20)	race(elfstan, R20)	0
race(_EX0, R20)	race(witch_king, R20)	0
mortal(beregond)	mortal(X) :- race(X, dwarf)	0
race(_EX1, R10)	race(fimbthil, R10)	0
visited(Y0, L0)	visited(frodo, rohan)	0
race(X, R20)	race(elrohir, R20)	0
race(R1, R20)	race(fastred, R20)	0
mortal(elendil)	mortal(X) :- race(X, hobbit)	0
mortal(I)	mortal(X) :- race(X, hobbit)	0
visited(X7, L7)	visited(bilbo, isengard)	0
visited(X5, L5)	visited(merry, shire)	0
race(X, R20)	race(duilin, R20)	0
visited(X0, L0)	visited(haldir, moria)	0
target(sauron)	target(X) :- carries(X, ring)	0
alignment(X4, good)	alignment(arwen, good)	0
visited(X4, L4)	visited(bilbo, rohan)	0
visited(X2, L2)	visited(celeborn, ithilien)	0
visited(X4, L4)	visited(bilbo, isengard)	0
mortal(sam)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(arwen, bree)	0
visited(X5, L5)	visited(elendil, erebor)	0
visited(X2, L2)	visited(elendil, rivendell)	0
visited(Y0, L0)	visited(sam, bree)	0
visited(Y3, L3)	visited(sauron, gondor)	0
carries(Y0, ring)	carries(gamgee, ring)	0
mortal(thranduil)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(haldir, mordor)	0
visited(Y2, L2)	visited(arwen, lothlorien)	0
race(_EX0, R20)	race(beechbone, R20)	0
race(_EX1, R10)	race(goldberry, R10)	0
visited(X4, L4)	visited(gimli, mordor)	0
visited(Y2, L2)	visited(isildur, moria)	0
visited(Y5, L5)	visited(bilbo, moria)	0
fellowship(elanor)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
companion(arwen, maggot)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(sauron, rivendell)	0
companion(haldir, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y7, L7)	visited(aragorn, mordor)	0
visited(X1, L1)	visited(bilbo, ithilien)	0
visited(Y5, L5)	visited(balin, rohan)	0
companion(thorin, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y7, L7)	visited(aragorn, isengard)	0
visited(Y0, L0)	visited(sam, gondor)	0
visited(X1, L1)	visited(bilbo, mirkwood)	0
visited(Y2, L2)	visited(arwen, mordor)	0
race(earendil, R20)	race(earendil, R20)	0
visited(Y5, L5)	visited(gimli, mordor)	0
mortal(pippin)	mortal(X) :- race(X, human)	0
companion(arwen, radagast)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(_EX1, R10)	race(gamgee, R10)	0
visited(X2, L2)	visited(saruman, rohan)	0
visited(Y3, L3)	visited(sauron, shire)	0
visited(Y0, L0)	visited(balin, lothlorien)	0
visited(X5, L5)	visited(bilbo, erebor)	0
visited(X2, L2)	visited(merry, rohan)	0
visited(X4, L4)	visited(gandalf, bree)	0
carries(Y0, ring)	carries(elanor, ring)	0
race(_EX0, R20)	race(elfstan, R20)	0
visited(X0, L0)	visited(haldir, gondor)	0
visited(X2, L2)	visited(celeborn, mirkwood)	0
carries(Y0, ring)	carries(gandalf, ring)	0
mortal(radagast)	mortal(X) :- race(X, dwarf)	0
visited(Y5, L5)	visited(gloin, gondor)	0
race(X, R20)	race(bombadil, R20)	0
mortal(mablung)	mortal(X) :- race(X, human)	0
visited(Y2, L2)	visited(arwen, gondor)	0
visited(Y7, L7)	visited(boromir, shire)	0
visited(Y7, L7)	visited(bilbo, moria)	0
visited(X1, L1)	visited(pippin, lothlorien)	0
race(R1, R20)	race(elfstan, R20)	0
companion(gandalf, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(forlong, moria)	0
companion(arwen, thranduil)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(frodo, isengard)	0
mortal(golasgil)	mortal(X) :- race(X, dwarf)	0
alignment(X1, good)	alignment(earendil, good)	0
visited(X4, L4)	visited(boromir, ithilien)	0
visited(Y2, L2)	visited(saruman, moria)	0
visited(X0, L0)	visited(theoden, mirkwood)	0
companion(arwen, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X4, L4)	visited(frodo, rohan)	0
visited(X1, L1)	visited(bilbo, isengard)	0
visited(X2, L2)	visited(bilbo, mordor)	0
race(_EX1, R10)	race(quickbeam, R10)	0
race(X, R20)	race(gothmog, R20)	0
visited(Y0, L0)	visited(sam, rohan)	0
visited(Y3, L3)	visited(galadriel, rivendell)	0
race(_EX1, R10)	race(hama, R10)	0
visited(X2, L2)	visited(boromir, mordor)	0
visited(Y0, L0)	visited(forlong, isengard)	0
visited(X0, L0)	visited(elfstan, ithilien)	0
fellowship(elladan)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
mortal(merry)	mortal(X) :- race(X, dwarf)	0
companion(rosie, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X5, L5)	visited(gloin, shire)	0
mortal(goldberry)	mortal(X) :- race(X, hobbit)	0
race(X, R20)	race(forlong, R20)	0
visited(X0, L0)	visited(elwing, mordor)	0
mortal(gamling)	mortal(X) :- race(X, human)	0
race(_EX0, R20)	race(gamling, R20)	0
visited(Y0, L0)	visited(elwing, mordor)	0
visited(Y0, L0)	visited(frodo, iron_hills)	0
visited(Y0, L0)	visited(sam, isengard)	0
visited(Y0, L0)	visited(elwing, lothlorien)	0
visited(Y7, L7)	visited(boromir, isengard)	0
race(_EX1, R10)	race(elfstan, R10)	0
mortal(tuor)	mortal(X) :- race(X, hobbit)	0
visited(X2, L2)	visited(balin, erebor)	0
visited(Y4, L4)	visited(elrond, mordor)	0
mortal(brealight)	mortal(X) :- race(X, dwarf)	0
mortal(gollum)	mortal(X) :- race(X, dwarf)	0
visited(Y4, L4)	visited(bilbo, lothlorien)	0
alignment(X4, good)	alignment(elwing, good)	0
carries(Y0, ring)	carries(elwing, ring)	0
race(_EX0, R20)	race(bombadil, R20)	0
visited(X0, L0)	visited(gimli, isengard)	0
visited(X2, L2)	visited(celeborn, iron_hills)	0
mortal(duilin)	mortal(X) :- race(X, human)	0
visited(Y5, L5)	visited(balin, rivendell)	0
race(_EX0, R20)	race(tuor, R20)	0
visited(X0, L0)	visited(elfstan, mordor)	0
visited(X5, L5)	visited(eowyn, shire)	0
visited(X2, L2)	visited(elendil, bree)	0
mortal(eowyn)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(theoden, lothlorien)	0
visited(Y4, L4)	visited(elrond, shire)	0
visited(X5, L5)	visited(thorin, moria)	0
visited(X1, L1)	visited(pippin, shire)	0
companion(frodo, gandalf)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(_EX1, R10)	race(elladan, R10)	0
companion(maggot, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y1, L1)	visited(arwen, gondor)	0
race(I, R10)	race(elladan, R10)	0
visited(Y3, L3)	visited(sauron, lothlorien)	0
visited(X2, L2)	visited(saruman, mordor)	0
visited(Y0, L0)	visited(frodo, bree)	0
companion(sam, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X3, L3)	visited(celeborn, mordor)	0
visited(Y2, L2)	visited(balin, rivendell)	0
visited(X4, L4)	visited(gimli, gondor)	0
visited(Y0, L0)	visited(balin, shire)	0
visited(X0, L0)	visited(elfstan, moria)	0
visited(Y3, L3)	visited(balin, rivendell)	0
mortal(elrond)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(gimli, mordor)	0
race(X, R20)	race(duinhir, R20)	0
visited(X2, L2)	visited(isildur, lothlorien)	0
mortal(saruman)	mortal(X) :- race(X, hobbit)	0
visited(X4, L4)	visited(frodo, isengard)	0
mortal(tuor)	mortal(X) :- race(X, human)	0
companion(maggot, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
alignment(X1, good)	alignment(glorfindel, good)	0
mortal(shagrat)	mortal(X) :- race(X, human)	0
visited(Y2, L2)	visited(arwen, shire)	0
visited(X2, L2)	visited(arwen, ithilien)	0
alignment(X8, good)	alignment(sauron, good)	0
mortal(arwen)	mortal(X) :- race(X, hobbit)	0
visited(X4, L4)	visited(bilbo, lothlorien)	0
visited(X5, L5)	visited(isildur, shire)	0
visited(Y0, L0)	visited(forlong, fangorn)	0
mortal(elladan)	mortal(X) :- race(X, human)	0
companion(merry, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X0, L0)	visited(gamgee, rohan)	0
race(_EX0, R20)	race(denethor, R20)	0
visited(X3, L3)	visited(arwen, lothlorien)	0
target(isildur)	target(X) :- carries(X, ring)	0
visited(X0, L0)	visited(theoden, shire)	0
visited(X4, L4)	visited(boromir, fangorn)	0
visited(X4, L4)	visited(pippin, gondor)	0
companion(theoden, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(eowyn, rivendell)	0
enemy(sauron, I)	enemy(X, Y) :- alignment(X, good), alignment(Y, evil)	0
companion(maggot, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(eowyn, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(_EX0, R20)	race(imrahil, R20)	0
companion(theoden, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y2, L2)	visited(arwen, mirkwood)	0
race(_EX0, R20)	race(goldberry, R20)	0
visited(X2, L2)	visited(isildur, erebor)	0
visited(Y2, L2)	visited(arwen, bree)	0
visited(X3, L3)	visited(maggot, mordor)	0
visited(X0, L0)	visited(elfstan, bree)	0
visited(Y5, L5)	visited(thorin, rivendell)	0
mortal(glorfindel)	mortal(X) :- race(X, dwarf)	0
visited(X3, L3)	visited(arwen, mordor)	0
visited(Y4, L4)	visited(aragorn, mordor)	0
threat(isildur, I)	threat(X, Y) :- target(X), enemy(X, Y)	0
companion(thranduil, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
carries(Y0, ring)	carries(sam, ring)	0
mortal(elanor)	mortal(X) :- race(X, dwarf)	0
visited(Y3, L3)	visited(elendil, rivendell)	0
visited(X7, L7)	visited(elrond, moria)	0
companion(theoden, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(beregond)	mortal(X) :- race(X, hobbit)	0
visited(X2, L2)	visited(saruman, gondor)	0
visited(Y2, L2)	visited(gloin, moria)	0
visited(X5, L5)	visited(boromir, mordor)	0
visited(X2, L2)	visited(boromir, lothlorien)	0
visited(X4, L4)	visited(elrond, moria)	0
companion(pippin, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(isildur, ithilien)	0
carries(Y0, ring)	carries(glorfindel, ring)	0
visited(Y4, L4)	visited(bilbo, rohan)	0
visited(X4, L4)	visited(frodo, gondor)	0
visited(Y0, L0)	visited(elwing, isengard)	0
visited(X0, L0)	visited(gollum, fangorn)	0
visited(X0, L0)	visited(gamgee, fangorn)	0
mortal(shagrat)	mortal(X) :- race(X, hobbit)	0
mortal(golasgil)	mortal(X) :- race(X, human)	0
companion(elrond, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(eowyn, fangorn)	0
visited(X4, L4)	visited(frodo, bree)	0
carries(Y0, ring)	carries(shagrat, ring)	0
race(X, R20)	race(erkenbrand, R20)	0
visited(X5, L5)	visited(balin, erebor)	0
visited(X2, L2)	visited(arwen, mordor)	0
alignment(X4, good)	alignment(elrohir, good)	0
visited(X2, L2)	visited(sauron, mirkwood)	0
visited(X2, L2)	visited(bilbo, rohan)	0
visited(X7, L7)	visited(aragorn, mordor)	0
visited(X2, L2)	visited(celeborn, shire)	0
visited(X1, L1)	visited(bilbo, lothlorien)	0
visited(X0, L0)	visited(haldir, bree)	0
mortal(dervorin)	mortal(X) :- race(X, dwarf)	0
race(X, R20)	race(gamling, R20)	0
visited(X4, L4)	visited(bilbo, bree)	0
visited(X4, L4)	visited(pippin, isengard)	0
visited(X5, L5)	visited(maggot, mordor)	0
visited(X4, L4)	visited(pippin, erebor)	0
visited(X1, L1)	visited(pippin, mordor)	0
visited(X3, L3)	visited(gandalf, mordor)	0
fellowship(goldilocks)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
visited(X0, L0)	visited(theoden, bree)	0
visited(Y0, L0)	visited(balin, mirkwood)	0
visited(X4, L4)	visited(bilbo, mirkwood)	0
visited(Y5, L5)	visited(balin, mordor)	0
mortal(treebeard)	mortal(X) :- race(X, dwarf)	0
visited(X4, L4)	visited(boromir, gondor)	0
mortal(isildur)	mortal(X) :- race(X, dwarf)	0
mortal(I)	mortal(X) :- race(X, human)	0
visited(X1, L1)	visited(pippin, bree)	0
visited(X0, L0)	visited(haldir, mirkwood)	0
visited(X2, L2)	visited(radagast, lothlorien)	0
carries(Y0, ring)	carries(gorbag, ring)	0
visited(Y0, L0)	visited(balin, gondor)	0
visited(Y4, L4)	visited(merry, mordor)	0
mortal(bombadil)	mortal(X) :- race(X, dwarf)	0
companion(theoden, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(gollum)	mortal(X) :- race(X, human)	0
race(_EX1, R10)	race(bombadil, R10)	0
visited(X5, L5)	visited(elendil, moria)	0
alignment(X7, good)	alignment(glorfindel, good)	0
carries(Y0, ring)	carries(maggot, ring)	0
race(_EX0, R20)	race(elanor, R20)	0
race(X, R20)	race(tuor, R20)	0
race(elwing, R10)	race(elwing, R10)	0
visited(Y2, L2)	visited(arwen, moria)	0
visited(X2, L2)	visited(sauron, ithilien)	0
visited(X0, L0)	visited(elfstan, erebor)	0
visited(X0, L0)	visited(elwing, rohan)	0
visited(X0, L0)	visited(gimli, shire)	0
mortal(dain)	mortal(X) :- race(X, human)	0
visited(X4, L4)	visited(boromir, shire)	0
companion(elendil, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(X, R20)	race(bergil, R20)	0
companion(bilbo, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y4, L4)	visited(bilbo, ithilien)	0
mortal(gamgee)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(merry, mordor)	0
visited(X2, L2)	visited(arwen, fangorn)	0
mortal(erkenbrand)	mortal(X) :- race(X, dwarf)	0
mortal(bombadil)	mortal(X) :- race(X, hobbit)	0
companion(aragorn, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(elwing)	mortal(X) :- race(X, dwarf)	0
race(_EX1, R10)	race(gollum, R10)	0
companion(elendil, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(isildur, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X3, L3)	visited(legolas, mordor)	0
race(_EX0, R20)	race(brealight, R20)	0
carries(Y0, ring)	carries(bilbo, ring)	0
visited(X0, L0)	visited(theoden, gondor)	0
carries(Y0, ring)	carries(goldilocks, ring)	0
visited(X0, L0)	visited(elwing, mirkwood)	0
mortal(dain)	mortal(X) :- race(X, dwarf)	0
companion(thorin, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(aragorn)	mortal(X) :- race(X, hobbit)	0
visited(X2, L2)	visited(bilbo, ithilien)	0
visited(Y3, L3)	visited(eowyn, rivendell)	0
visited(Y3, L3)	visited(haldir, rohan)	0
visited(X4, rivendell)	visited(galadriel, rivendell)	0
companion(maggot, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(boromir, ithilien)	0
companion(merry, elendil)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(arwen, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y1, L1)	visited(arwen, ithilien)	0
mortal(gamgee)	mortal(X) :- race(X, hobbit)	0
race(_EX1, R10)	race(glorfindel, R10)	0
visited(X0, L0)	visited(gamgee, mirkwood)	0
companion(eowyn, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(I, R10)	race(glorfindel, R10)	0
carries(Y0, ring)	carries(elladan, ring)	0
race(_EX1, R10)	race(gorbag, R10)	0
visited(X0, L0)	visited(elfstan, lothlorien)	0
race(_EX0, R20)	race(duilin, R20)	0
mortal(gollum)	mortal(X) :- race(X, hobbit)	0
alignment(X8, good)	alignment(isildur, good)	0
race(_EX1, R10)	race(tuor, R10)	0
visited(Y0, L0)	visited(forlong, rivendell)	0
visited(Y0, L0)	visited(balin, ithilien)	0
race(X, R20)	race(goldberry, R20)	0
visited(X4, L4)	visited(bilbo, fangorn)	0
visited(X2, L2)	visited(sauron, lothlorien)	0
mortal(witch_king)	mortal(X) :- race(X, dwarf)	0
mortal(eowyn)	mortal(X) :- race(X, hobbit)	0
mortal(dain)	mortal(X) :- race(X, hobbit)	0
visited(X1, L1)	visited(bilbo, rohan)	0
visited(X0, L0)	visited(theoden, ithilien)	0
visited(X0, L0)	visited(gimli, lothlorien)	0
mortal(theoden)	mortal(X) :- race(X, hobbit)	0
visited(Y7, L7)	visited(sam, isengard)	0
visited(Y0, L0)	visited(eowyn, gondor)	0
visited(Y2, L2)	visited(arwen, ithilien)	0
visited(X2, L2)	visited(sauron, erebor)	0
race(X, R20)	race(hirluin, R20)	0
visited(Y2, L2)	visited(arwen, rohan)	0
visited(X0, L0)	visited(theoden, isengard)	0
visited(Y1, L1)	visited(arwen, moria)	0
visited(X7, L7)	visited(aragorn, shire)	0
visited(X2, L2)	visited(saruman, lothlorien)	0
visited(Y0, L0)	visited(forlong, shire)	0
visited(X4, L4)	visited(gimli, ithilien)	0
alignment(X1, good)	alignment(elrohir, good)	0
visited(X2, L2)	visited(arwen, shire)	0
visited(X2, L2)	visited(celeborn, rivendell)	0
mortal(elfstan)	mortal(X) :- race(X, hobbit)	0
race(_EX0, R20)	race(fastred, R20)	0
visited(X2, L2)	visited(balin, shire)	0
race(_EX1, R10)	race(beregond, R10)	0
visited(X2, L2)	visited(saruman, erebor)	0
visited(X0, L0)	visited(elwing, lothlorien)	0
visited(X0, L0)	visited(elwing, shire)	0
visited(X5, L5)	visited(eowyn, moria)	0
visited(X2, L2)	visited(balin, ithilien)	0
race(X, R20)	race(eomer, R20)	0
fellowship(rosie)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
mortal(gandalf)	mortal(X) :- race(X, human)	0
fellowship(hamfast)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
visited(Y5, L5)	visited(bilbo, erebor)	0
companion(gandalf, pippin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(isildur, iron_hills)	0
visited(X2, L2)	visited(balin, lothlorien)	0
race(_EX1, R10)	race(eomer, R10)	0
